,0
0,0.4921875
1,0.543859649123
2,0.555555555556
3,0.407766990291
4,0.49593495935
5,0.504672897196
6,0.418032786885
7,0.47619047619
8,0.514925373134
9,0.45045045045
10,0.435114503817
11,0.43661971831
12,0.561538461538
13,0.521008403361
14,0.5
15,0.525773195876
16,0.580357142857
17,0.410714285714
18,0.550847457627
19,0.528925619835
20,0.508333333333
21,0.52427184466
22,0.503937007874
23,0.524193548387
24,0.489208633094
25,0.603603603604
26,0.5625
27,0.528301886792
28,0.575471698113
29,0.568
30,0.459016393443
31,0.573643410853
32,0.505494505495
33,0.508620689655
34,0.490909090909
35,0.567796610169
36,0.539130434783
37,0.632478632479
38,0.64347826087
39,0.556390977444
40,0.57037037037
41,0.570093457944
42,0.567796610169
43,0.5
44,0.546875
45,0.508196721311
46,0.507246376812
47,0.612068965517
48,0.589743589744
49,0.504672897196
50,0.473214285714
51,0.548672566372
52,0.606557377049
53,0.624
54,0.571428571429
55,0.472727272727
56,0.53125
57,0.609929078014
58,0.560344827586
59,0.617886178862
60,0.540540540541
61,0.57264957265
62,0.660194174757
63,0.61744966443
64,0.65873015873
65,0.612403100775
66,0.675925925926
67,0.619402985075
68,0.580152671756
69,0.631578947368
70,0.511627906977
71,0.548672566372
72,0.564102564103
73,0.48275862069
74,0.518518518519
75,0.57
76,0.526785714286
77,0.512396694215
78,0.605042016807
79,0.508196721311
80,0.587155963303
81,0.646551724138
82,0.639455782313
83,0.546153846154
84,0.55652173913
85,0.623076923077
86,0.530434782609
87,0.742424242424
88,0.546218487395
89,0.614035087719
90,0.616
91,0.588235294118
92,0.528
93,0.648854961832
94,0.718181818182
95,0.610169491525
96,0.645454545455
97,0.708333333333
98,0.575221238938
99,0.612068965517
100,0.648648648649
101,0.644628099174
102,0.639344262295
103,0.597014925373
104,0.61320754717
105,0.678899082569
106,0.577235772358
107,0.513274336283
108,0.598540145985
109,0.590551181102
110,0.735099337748
111,0.692307692308
112,0.613445378151
113,0.661157024793
114,0.663636363636
115,0.637583892617
116,0.706766917293
117,0.590163934426
118,0.607692307692
119,0.60396039604
120,0.649122807018
121,0.653543307087
122,0.69298245614
123,0.666666666667
124,0.627272727273
125,0.649635036496
126,0.666666666667
127,0.632478632479
128,0.623853211009
129,0.594202898551
130,0.666666666667
131,0.657894736842
132,0.572916666667
133,0.610687022901
134,0.609022556391
135,0.588235294118
136,0.639175257732
137,0.604651162791
138,0.678571428571
139,0.697247706422
140,0.630769230769
141,0.637795275591
142,0.627272727273
143,0.650793650794
144,0.628787878788
145,0.603174603175
146,0.716814159292
147,0.694915254237
148,0.682926829268
149,0.673267326733
150,0.614035087719
151,0.734848484848
152,0.628099173554
153,0.671875
154,0.666666666667
155,0.636363636364
156,0.632
157,0.606837606838
158,0.598360655738
159,0.61320754717
160,0.620967741935
161,0.666666666667
162,0.677165354331
163,0.632478632479
164,0.618320610687
165,0.681034482759
166,0.720338983051
167,0.624161073826
168,0.656862745098
169,0.709401709402
170,0.75
171,0.694915254237
172,0.515625
173,0.639097744361
174,0.642857142857
175,0.625
176,0.677685950413
177,0.746478873239
178,0.711711711712
179,0.752
180,0.625954198473
181,0.697183098592
