,0
0,0.741935483871
1,0.714285714286
2,0.681415929204
3,0.728813559322
4,0.712962962963
5,0.736842105263
6,0.755905511811
7,0.692913385827
8,0.722222222222
9,0.785714285714
10,0.75
11,0.730434782609
12,0.729927007299
13,0.72972972973
14,0.745901639344
15,0.766355140187
16,0.655172413793
17,0.735042735043
18,0.796875
19,0.720930232558
20,0.80487804878
21,0.790476190476
22,0.739130434783
23,0.647540983607
24,0.827868852459
25,0.770491803279
26,0.831932773109
27,0.786259541985
28,0.690476190476
29,0.816
30,0.726495726496
31,0.715596330275
32,0.701612903226
33,0.627118644068
34,0.690909090909
35,0.779816513761
36,0.719626168224
37,0.744
38,0.809523809524
39,0.672
40,0.803418803419
41,0.8
42,0.697478991597
43,0.741935483871
44,0.758064516129
45,0.73381294964
46,0.775
47,0.720720720721
48,0.764705882353
49,0.822033898305
50,0.735537190083
51,0.734848484848
52,0.748387096774
53,0.731092436975
54,0.701754385965
55,0.762711864407
56,0.699029126214
57,0.676923076923
58,0.713178294574
59,0.702479338843
60,0.7578125
61,0.736842105263
62,0.669724770642
63,0.698529411765
64,0.715447154472
65,0.746031746032
66,0.791044776119
67,0.702290076336
68,0.748091603053
69,0.751937984496
70,0.725663716814
71,0.765217391304
72,0.629032258065
73,0.75
74,0.754385964912
75,0.661538461538
76,0.75
77,0.748251748252
78,0.788461538462
79,0.83
80,0.720930232558
81,0.6953125
82,0.705882352941
83,0.701754385965
84,0.762237762238
85,0.700787401575
86,0.809523809524
87,0.816666666667
88,0.72972972973
89,0.716666666667
90,0.788990825688
91,0.715517241379
92,0.848
93,0.744525547445
94,0.795081967213
95,0.739495798319
96,0.789855072464
97,0.708333333333
98,0.688679245283
99,0.813953488372
100,0.706666666667
101,0.68992248062
102,0.846846846847
103,0.738805970149
104,0.713114754098
105,0.738095238095
106,0.720720720721
107,0.75
108,0.758064516129
109,0.690476190476
110,0.769230769231
111,0.765625
112,0.669811320755
113,0.796460176991
114,0.776785714286
115,0.786259541985
116,0.785123966942
117,0.810344827586
118,0.735849056604
119,0.716417910448
120,0.744360902256
121,0.809523809524
122,0.683168316832
123,0.726495726496
124,0.80198019802
125,0.68932038835
126,0.784615384615
127,0.781512605042
128,0.776923076923
129,0.803278688525
130,0.708661417323
131,0.719298245614
132,0.681481481481
133,0.760683760684
134,0.704081632653
135,0.78125
136,0.722222222222
137,0.661654135338
138,0.674796747967
139,0.776923076923
140,0.730434782609
141,0.720430107527
142,0.772727272727
143,0.706896551724
144,0.69696969697
145,0.656565656566
146,0.80701754386
147,0.786324786325
148,0.824427480916
149,0.712
150,0.666666666667
151,0.694214876033
152,0.761467889908
153,0.768
154,0.752212389381
155,0.661654135338
156,0.764227642276
157,0.768421052632
158,0.686956521739
159,0.815789473684
160,0.791666666667
161,0.739583333333
162,0.754901960784
163,0.806722689076
164,0.707317073171
165,0.679389312977
166,0.705035971223
167,0.731707317073
168,0.719626168224
169,0.621848739496
170,0.659793814433
171,0.739495798319
172,0.724137931034
173,0.788235294118
174,0.764227642276
175,0.671328671329
176,0.712643678161
177,0.735294117647
178,0.774193548387
179,0.740157480315
180,0.703125
181,0.708333333333
182,0.726495726496
183,0.787610619469
184,0.781512605042
185,0.65873015873
186,0.686440677966
187,0.72602739726
188,0.747826086957
189,0.747826086957
190,0.81512605042
191,0.769230769231
192,0.739837398374
193,0.719424460432
194,0.7
195,0.719008264463
196,0.75
197,0.757894736842
198,0.733944954128
199,0.747474747475
200,0.724137931034
201,0.75652173913
202,0.817518248175
203,0.764227642276
204,0.721739130435
205,0.81981981982
206,0.78
207,0.696721311475
208,0.778625954198
209,0.772727272727
210,0.845528455285
211,0.69918699187
212,0.789915966387
213,0.809523809524
214,0.731481481481
215,0.730434782609
216,0.754098360656
217,0.735537190083
218,0.761904761905
219,0.822429906542
220,0.745614035088
221,0.761904761905
222,0.785714285714
223,0.778761061947
224,0.731034482759
225,0.790909090909
226,0.81
227,0.765765765766
228,0.693333333333
229,0.765517241379
230,0.783216783217
231,0.758620689655
232,0.73275862069
233,0.74358974359
234,0.758620689655
235,0.726495726496
236,0.728971962617
237,0.742574257426
238,0.732142857143
239,0.746268656716
240,0.669291338583
241,0.75
242,0.683333333333
243,0.755102040816
244,0.8
245,0.741379310345
246,0.731182795699
247,0.657407407407
248,0.706349206349
249,0.666666666667
250,0.77358490566
251,0.780487804878
252,0.809917355372
253,0.806722689076
254,0.712121212121
255,0.713043478261
256,0.805309734513
257,0.739130434783
258,0.781512605042
259,0.725
260,0.765765765766
261,0.714285714286
262,0.771929824561
263,0.8
264,0.72268907563
265,0.733870967742
266,0.704697986577
267,0.801801801802
